CellCenters:0,CellCenters:1,CellCenters:2
2.45,0.5,241.58
2.45,0.5,241.53
2.45,0.5,241.48
2.45,0.5,241.43
2.45,0.5,241.38
2.45,0.5,241.33
2.45,0.5,241.28
2.45,0.5,241.23
2.45,0.5,241.18
2.45,0.5,241.13
2.45,0.5,241.08
2.45,0.5,241.03
2.45,0.5,240.98
2.45,0.5,240.93
2.45,0.5,240.88
2.45,0.5,240.83
2.45,0.5,240.78
2.45,0.5,240.73
2.45,0.5,240.68
2.45,0.5,240.63
2.45,0.5,240.58
2.45,0.5,240.53
2.45,0.5,240.48
2.45,0.5,240.43
2.45,0.5,240.38
2.45,0.5,240.33
2.45,0.5,240.28
2.45,0.5,240.23
2.45,0.5,240.18
2.45,0.5,240.13
2.45,0.5,240.08
2.45,0.5,239.91
2.45,0.5,239.36
2.45,0.5,238.31
2.45,0.5,236.76
2.45,0.5,234.71
2.45,0.5,232.16
2.45,0.5,229.11
2.45,0.5,225.56
2.55,0.5,242.02
2.55,0.5,241.97
2.55,0.5,241.92
2.55,0.5,241.87
2.55,0.5,241.82
2.55,0.5,241.77
2.55,0.5,241.72
2.55,0.5,241.67
2.55,0.5,241.62
2.55,0.5,241.57
2.55,0.5,241.52
2.55,0.5,241.47
2.55,0.5,241.42
2.55,0.5,241.37
2.55,0.5,241.32
2.55,0.5,241.27
2.55,0.5,241.22
2.55,0.5,241.17
2.55,0.5,241.12
2.55,0.5,241.07
2.55,0.5,241.02
2.55,0.5,240.97
2.55,0.5,240.92
2.55,0.5,240.87
2.55,0.5,240.82
2.55,0.5,240.77
2.55,0.5,240.72
2.55,0.5,240.67
2.55,0.5,240.62
2.55,0.5,240.57
2.55,0.5,240.52
2.55,0.5,240.47
2.55,0.5,240.42
2.55,0.5,240.37
2.55,0.5,240.32
2.55,0.5,240.27
2.65,0.5,242
2.65,0.5,241.95
2.65,0.5,241.9
2.65,0.5,241.85
2.65,0.5,241.8
2.65,0.5,241.75
2.65,0.5,241.7
2.65,0.5,241.65
2.65,0.5,241.6
2.65,0.5,241.55
2.65,0.5,241.5
2.65,0.5,241.45
2.65,0.5,241.4
2.65,0.5,241.35
2.65,0.5,241.3
2.65,0.5,241.25
2.65,0.5,241.2
2.65,0.5,241.15
2.65,0.5,241.1
2.65,0.5,241.05
2.65,0.5,241
2.65,0.5,240.95
2.65,0.5,240.9
2.65,0.5,240.85
2.65,0.5,240.8
2.65,0.5,240.75
2.65,0.5,240.7
2.65,0.5,240.65
2.65,0.5,240.6
2.65,0.5,240.55
2.65,0.5,240.5
2.65,0.5,240.45
2.65,0.5,240.4
2.65,0.5,240.35
2.65,0.5,240.3
2.65,0.5,240.25
2.55,0.5,240.22
2.55,0.5,240.17
2.55,0.5,240.12
2.55,0.5,240.07
2.55,0.5,239.89
2.55,0.5,239.34
2.55,0.5,238.29
2.55,0.5,236.74
2.55,0.5,234.69
2.55,0.5,232.14
2.55,0.5,229.09
2.55,0.5,225.54
2.65,0.5,240.2
2.65,0.5,240.15
2.65,0.5,240.1
2.65,0.5,240.05
2.65,0.5,239.88
2.65,0.5,239.33
2.65,0.5,238.28
2.65,0.5,236.73
2.65,0.5,234.68
2.65,0.5,232.13
2.65,0.5,229.08
2.65,0.5,225.53
2.75,0.5,241.99
2.75,0.5,241.94
2.75,0.5,241.89
2.75,0.5,241.84
2.75,0.5,241.79
2.75,0.5,241.74
2.75,0.5,241.69
2.75,0.5,241.64
2.75,0.5,241.59
2.75,0.5,241.54
2.75,0.5,241.49
2.75,0.5,241.44
2.75,0.5,241.39
2.75,0.5,241.34
2.75,0.5,241.29
2.75,0.5,241.24
2.75,0.5,241.19
2.75,0.5,241.14
2.75,0.5,241.09
2.75,0.5,241.04
2.75,0.5,240.99
2.75,0.5,240.94
2.75,0.5,240.89
2.75,0.5,240.84
2.75,0.5,240.79
2.75,0.5,240.74
2.75,0.5,240.69
2.75,0.5,240.64
2.75,0.5,240.59
2.75,0.5,240.54
2.75,0.5,240.49
2.75,0.5,240.44
2.75,0.5,240.39
2.75,0.5,240.34
2.75,0.5,240.29
2.75,0.5,240.24
2.85,0.5,241.97
2.85,0.5,241.92
2.85,0.5,241.87
2.85,0.5,241.82
2.85,0.5,241.77
2.85,0.5,241.72
2.85,0.5,241.67
2.85,0.5,241.62
2.85,0.5,241.57
2.85,0.5,241.52
2.85,0.5,241.47
2.85,0.5,241.42
2.85,0.5,241.37
2.85,0.5,241.32
2.85,0.5,241.27
2.85,0.5,241.22
2.85,0.5,241.17
2.85,0.5,241.12
2.85,0.5,241.07
2.85,0.5,241.02
2.85,0.5,240.97
2.85,0.5,240.92
2.85,0.5,240.87
2.85,0.5,240.82
2.85,0.5,240.77
2.85,0.5,240.72
2.85,0.5,240.67
2.85,0.5,240.62
2.85,0.5,240.57
2.85,0.5,240.52
2.85,0.5,240.47
2.85,0.5,240.42
2.85,0.5,240.37
2.85,0.5,240.32
2.85,0.5,240.27
2.85,0.5,240.22
2.75,0.5,240.19
2.75,0.5,240.14
2.75,0.5,240.09
2.75,0.5,240.04
2.75,0.5,239.86
2.75,0.5,239.31
2.75,0.5,238.26
2.75,0.5,236.71
2.75,0.5,234.66
2.75,0.5,232.11
2.75,0.5,229.06
2.75,0.5,225.51
2.85,0.5,240.17
2.85,0.5,240.12
2.85,0.5,240.07
2.85,0.5,240.02
2.85,0.5,239.85
2.85,0.5,239.3
2.85,0.5,238.25
2.85,0.5,236.7
2.85,0.5,234.65
2.85,0.5,232.1
2.85,0.5,229.05
2.85,0.5,225.5
2.95,0.5,241.96
2.95,0.5,241.91
2.95,0.5,241.86
2.95,0.5,241.81
2.95,0.5,241.76
2.95,0.5,241.71
2.95,0.5,241.66
2.95,0.5,241.61
2.95,0.5,241.56
2.95,0.5,241.51
2.95,0.5,241.46
2.95,0.5,241.41
2.95,0.5,241.36
2.95,0.5,241.31
2.95,0.5,241.26
2.95,0.5,241.21
2.95,0.5,241.16
2.95,0.5,241.11
2.95,0.5,241.06
2.95,0.5,241.01
2.95,0.5,240.96
2.95,0.5,240.91
2.95,0.5,240.86
2.95,0.5,240.81
2.95,0.5,240.76
2.95,0.5,240.71
2.95,0.5,240.66
2.95,0.5,240.61
2.95,0.5,240.56
2.95,0.5,240.51
2.95,0.5,240.46
2.95,0.5,240.41
2.95,0.5,240.36
2.95,0.5,240.31
2.95,0.5,240.26
2.95,0.5,240.21
3.05,0.5,241.95
3.05,0.5,241.9
3.05,0.5,241.85
3.05,0.5,241.8
3.05,0.5,241.75
3.05,0.5,241.7
3.05,0.5,241.65
3.05,0.5,241.6
3.05,0.5,241.55
3.05,0.5,241.5
3.05,0.5,241.45
3.05,0.5,241.4
3.05,0.5,241.35
3.05,0.5,241.3
3.05,0.5,241.25
3.05,0.5,241.2
3.05,0.5,241.15
3.05,0.5,241.1
3.05,0.5,241.05
3.05,0.5,241
3.05,0.5,240.95
3.05,0.5,240.9
3.05,0.5,240.85
3.05,0.5,240.8
3.05,0.5,240.75
3.05,0.5,240.7
3.05,0.5,240.65
3.05,0.5,240.6
3.05,0.5,240.55
3.05,0.5,240.5
3.05,0.5,240.45
3.05,0.5,240.4
3.05,0.5,240.35
3.05,0.5,240.3
3.05,0.5,240.25
3.05,0.5,240.2
2.95,0.5,240.16
2.95,0.5,240.11
2.95,0.5,240.06
2.95,0.5,240.01
2.95,0.5,239.83
2.95,0.5,239.28
2.95,0.5,238.23
2.95,0.5,236.68
2.95,0.5,234.63
2.95,0.5,232.08
2.95,0.5,229.03
2.95,0.5,225.48
3.05,0.5,240.15
3.05,0.5,240.1
3.05,0.5,240.05
3.05,0.5,240
3.05,0.5,239.82
3.05,0.5,239.27
3.05,0.5,238.22
3.05,0.5,236.67
3.05,0.5,234.62
3.05,0.5,232.07
3.05,0.5,229.02
3.05,0.5,225.47
3.15,0.5,241.93
3.15,0.5,241.88
3.15,0.5,241.83
3.15,0.5,241.78
3.15,0.5,241.73
3.15,0.5,241.68
3.15,0.5,241.63
3.15,0.5,241.58
3.15,0.5,241.53
3.15,0.5,241.48
3.15,0.5,241.43
3.15,0.5,241.38
3.15,0.5,241.33
3.15,0.5,241.28
3.15,0.5,241.23
3.15,0.5,241.18
3.15,0.5,241.13
3.15,0.5,241.08
3.15,0.5,241.03
3.15,0.5,240.98
3.15,0.5,240.93
3.15,0.5,240.88
3.15,0.5,240.83
3.15,0.5,240.78
3.15,0.5,240.73
3.15,0.5,240.68
3.15,0.5,240.63
3.15,0.5,240.58
3.15,0.5,240.53
3.15,0.5,240.48
3.15,0.5,240.43
3.15,0.5,240.38
3.15,0.5,240.33
3.15,0.5,240.28
3.15,0.5,240.23
3.15,0.5,240.18
3.25,0.5,241.92
3.25,0.5,241.87
3.25,0.5,241.82
3.25,0.5,241.77
3.25,0.5,241.72
3.25,0.5,241.67
3.25,0.5,241.62
3.25,0.5,241.57
3.25,0.5,241.52
3.25,0.5,241.47
3.25,0.5,241.42
3.25,0.5,241.37
3.25,0.5,241.32
3.25,0.5,241.27
3.25,0.5,241.22
3.25,0.5,241.17
3.25,0.5,241.12
3.25,0.5,241.07
3.25,0.5,241.02
3.25,0.5,240.97
3.25,0.5,240.92
3.25,0.5,240.87
3.25,0.5,240.82
3.25,0.5,240.77
3.25,0.5,240.72
3.25,0.5,240.67
3.25,0.5,240.62
3.25,0.5,240.57
3.25,0.5,240.52
3.25,0.5,240.47
3.25,0.5,240.42
3.25,0.5,240.37
3.25,0.5,240.32
3.25,0.5,240.27
3.25,0.5,240.22
3.25,0.5,240.17
3.15,0.5,240.13
3.15,0.5,240.08
3.15,0.5,240.03
3.15,0.5,239.98
3.15,0.5,239.81
3.15,0.5,239.26
3.15,0.5,238.21
3.15,0.5,236.66
3.15,0.5,234.61
3.15,0.5,232.06
3.15,0.5,229.01
3.15,0.5,225.46
3.25,0.5,240.12
3.25,0.5,240.07
3.25,0.5,240.02
3.25,0.5,239.97
3.25,0.5,239.79
3.25,0.5,239.24
3.25,0.5,238.19
3.25,0.5,236.64
3.25,0.5,234.59
3.25,0.5,232.04
3.25,0.5,228.99
3.25,0.5,225.44
3.35,0.5,241.9
3.35,0.5,241.85
3.35,0.5,241.8
3.35,0.5,241.75
3.35,0.5,241.7
3.35,0.5,241.65
3.35,0.5,241.6
3.35,0.5,241.55
3.35,0.5,241.5
3.35,0.5,241.45
3.35,0.5,241.4
3.35,0.5,241.35
3.35,0.5,241.3
3.35,0.5,241.25
3.35,0.5,241.2
3.35,0.5,241.15
3.35,0.5,241.1
3.35,0.5,241.05
3.35,0.5,241
3.35,0.5,240.95
3.35,0.5,240.9
3.35,0.5,240.85
3.35,0.5,240.8
3.35,0.5,240.75
3.35,0.5,240.7
3.35,0.5,240.65
3.35,0.5,240.6
3.35,0.5,240.55
3.35,0.5,240.5
3.35,0.5,240.45
3.35,0.5,240.4
3.35,0.5,240.35
3.35,0.5,240.3
3.35,0.5,240.25
3.35,0.5,240.2
3.35,0.5,240.15
3.45,0.5,241.89
3.45,0.5,241.84
3.45,0.5,241.79
3.45,0.5,241.74
3.45,0.5,241.69
3.45,0.5,241.64
3.45,0.5,241.59
3.45,0.5,241.54
3.45,0.5,241.49
3.45,0.5,241.44
3.45,0.5,241.39
3.45,0.5,241.34
3.45,0.5,241.29
3.45,0.5,241.24
3.45,0.5,241.19
3.45,0.5,241.14
3.45,0.5,241.09
3.45,0.5,241.04
3.45,0.5,240.99
3.45,0.5,240.94
3.45,0.5,240.89
3.45,0.5,240.84
3.45,0.5,240.79
3.45,0.5,240.74
3.45,0.5,240.69
3.45,0.5,240.64
3.45,0.5,240.59
3.45,0.5,240.54
3.45,0.5,240.49
3.45,0.5,240.44
3.45,0.5,240.39
3.45,0.5,240.34
3.45,0.5,240.29
3.45,0.5,240.24
3.45,0.5,240.19
3.45,0.5,240.14
3.35,0.5,240.1
3.35,0.5,240.05
3.35,0.5,240
3.35,0.5,239.95
3.35,0.5,239.78
3.35,0.5,239.23
3.35,0.5,238.18
3.35,0.5,236.63
3.35,0.5,234.58
3.35,0.5,232.03
3.35,0.5,228.98
3.35,0.5,225.43
3.45,0.5,240.09
3.45,0.5,240.04
3.45,0.5,239.99
3.45,0.5,239.94
3.45,0.5,239.76
3.45,0.5,239.21
3.45,0.5,238.16
3.45,0.5,236.61
3.45,0.5,234.56
3.45,0.5,232.01
3.45,0.5,228.96
3.45,0.5,225.41
3.55,0.5,241.88
3.55,0.5,241.83
3.55,0.5,241.78
3.55,0.5,241.73
3.55,0.5,241.68
3.55,0.5,241.63
3.55,0.5,241.58
3.55,0.5,241.53
3.55,0.5,241.48
3.55,0.5,241.43
3.55,0.5,241.38
3.55,0.5,241.33
3.55,0.5,241.28
3.55,0.5,241.23
3.55,0.5,241.18
3.55,0.5,241.13
3.55,0.5,241.08
3.55,0.5,241.03
3.55,0.5,240.98
3.55,0.5,240.93
3.55,0.5,240.88
3.55,0.5,240.83
3.55,0.5,240.78
3.55,0.5,240.73
3.55,0.5,240.68
3.55,0.5,240.63
3.55,0.5,240.58
3.55,0.5,240.53
3.55,0.5,240.48
3.55,0.5,240.43
3.55,0.5,240.38
3.55,0.5,240.33
3.55,0.5,240.28
3.55,0.5,240.23
3.55,0.5,240.18
3.55,0.5,240.13
3.65,0.5,241.86
3.65,0.5,241.81
3.65,0.5,241.76
3.65,0.5,241.71
3.65,0.5,241.66
3.65,0.5,241.61
3.65,0.5,241.56
3.65,0.5,241.51
3.65,0.5,241.46
3.65,0.5,241.41
3.65,0.5,241.36
3.65,0.5,241.31
3.65,0.5,241.26
3.65,0.5,241.21
3.65,0.5,241.16
3.65,0.5,241.11
3.65,0.5,241.06
3.65,0.5,241.01
3.65,0.5,240.96
3.65,0.5,240.91
3.65,0.5,240.86
3.65,0.5,240.81
3.65,0.5,240.76
3.65,0.5,240.71
3.65,0.5,240.66
3.65,0.5,240.61
3.65,0.5,240.56
3.65,0.5,240.51
3.65,0.5,240.46
3.65,0.5,240.41
3.65,0.5,240.36
3.65,0.5,240.31
3.65,0.5,240.26
3.65,0.5,240.21
3.65,0.5,240.16
3.65,0.5,240.11
3.55,0.5,240.08
3.55,0.5,240.03
3.55,0.5,239.98
3.55,0.5,239.93
3.55,0.5,239.75
3.55,0.5,239.2
3.55,0.5,238.15
3.55,0.5,236.6
3.55,0.5,234.55
3.55,0.5,232
3.55,0.5,228.95
3.55,0.5,225.4
3.65,0.5,240.06
3.65,0.5,240.01
3.65,0.5,239.96
3.65,0.5,239.91
3.65,0.5,239.74
3.65,0.5,239.19
3.65,0.5,238.14
3.65,0.5,236.59
3.65,0.5,234.54
3.65,0.5,231.99
3.65,0.5,228.94
3.65,0.5,225.39
3.75,0.5,241.85
3.75,0.5,241.8
3.75,0.5,241.75
3.75,0.5,241.7
3.75,0.5,241.65
3.75,0.5,241.6
3.75,0.5,241.55
3.75,0.5,241.5
3.75,0.5,241.45
3.75,0.5,241.4
3.75,0.5,241.35
3.75,0.5,241.3
3.75,0.5,241.25
3.75,0.5,241.2
3.75,0.5,241.15
3.75,0.5,241.1
3.75,0.5,241.05
3.75,0.5,241
3.75,0.5,240.95
3.75,0.5,240.9
3.75,0.5,240.85
3.75,0.5,240.8
3.75,0.5,240.75
3.75,0.5,240.7
3.75,0.5,240.65
3.75,0.5,240.6
3.75,0.5,240.55
3.75,0.5,240.5
3.75,0.5,240.45
3.75,0.5,240.4
3.75,0.5,240.35
3.75,0.5,240.3
3.75,0.5,240.25
3.75,0.5,240.2
3.75,0.5,240.15
3.75,0.5,240.1
3.85,0.5,241.83
3.85,0.5,241.78
3.85,0.5,241.73
3.85,0.5,241.68
3.85,0.5,241.63
3.85,0.5,241.58
3.85,0.5,241.53
3.85,0.5,241.48
3.85,0.5,241.43
3.85,0.5,241.38
3.85,0.5,241.33
3.85,0.5,241.28
3.85,0.5,241.23
3.85,0.5,241.18
3.85,0.5,241.13
3.85,0.5,241.08
3.85,0.5,241.03
3.85,0.5,240.98
3.85,0.5,240.93
3.85,0.5,240.88
3.85,0.5,240.83
3.85,0.5,240.78
3.85,0.5,240.73
3.85,0.5,240.68
3.85,0.5,240.63
3.85,0.5,240.58
3.85,0.5,240.53
3.85,0.5,240.48
3.85,0.5,240.43
3.85,0.5,240.38
3.85,0.5,240.33
3.85,0.5,240.28
3.85,0.5,240.23
3.85,0.5,240.18
3.85,0.5,240.13
3.85,0.5,240.08
3.75,0.5,240.05
3.75,0.5,240
3.75,0.5,239.95
3.75,0.5,239.9
3.75,0.5,239.72
3.75,0.5,239.17
3.75,0.5,238.12
3.75,0.5,236.57
3.75,0.5,234.52
3.75,0.5,231.97
3.75,0.5,228.92
3.75,0.5,225.37
3.85,0.5,240.03
3.85,0.5,239.98
3.85,0.5,239.93
3.85,0.5,239.88
3.85,0.5,239.71
3.85,0.5,239.16
3.85,0.5,238.11
3.85,0.5,236.56
3.85,0.5,234.51
3.85,0.5,231.96
3.85,0.5,228.91
3.85,0.5,225.36
3.95,0.5,241.82
3.95,0.5,241.77
3.95,0.5,241.72
3.95,0.5,241.67
3.95,0.5,241.62
3.95,0.5,241.57
3.95,0.5,241.52
3.95,0.5,241.47
3.95,0.5,241.42
3.95,0.5,241.37
3.95,0.5,241.32
3.95,0.5,241.27
3.95,0.5,241.22
3.95,0.5,241.17
3.95,0.5,241.12
3.95,0.5,241.07
3.95,0.5,241.02
3.95,0.5,240.97
3.95,0.5,240.92
3.95,0.5,240.87
3.95,0.5,240.82
3.95,0.5,240.77
3.95,0.5,240.72
3.95,0.5,240.67
3.95,0.5,240.62
3.95,0.5,240.57
3.95,0.5,240.52
3.95,0.5,240.47
3.95,0.5,240.42
3.95,0.5,240.37
3.95,0.5,240.32
3.95,0.5,240.27
3.95,0.5,240.22
3.95,0.5,240.17
3.95,0.5,240.12
3.95,0.5,240.07
4.05,0.5,241.8
4.05,0.5,241.75
4.05,0.5,241.7
4.05,0.5,241.65
4.05,0.5,241.6
4.05,0.5,241.55
4.05,0.5,241.5
4.05,0.5,241.45
4.05,0.5,241.4
4.05,0.5,241.35
4.05,0.5,241.3
4.05,0.5,241.25
4.05,0.5,241.2
4.05,0.5,241.15
4.05,0.5,241.1
4.05,0.5,241.05
4.05,0.5,241
4.05,0.5,240.95
4.05,0.5,240.9
4.05,0.5,240.85
4.05,0.5,240.8
4.05,0.5,240.75
4.05,0.5,240.7
4.05,0.5,240.65
4.05,0.5,240.6
4.05,0.5,240.55
4.05,0.5,240.5
4.05,0.5,240.45
4.05,0.5,240.4
4.05,0.5,240.35
4.05,0.5,240.3
4.05,0.5,240.25
4.05,0.5,240.2
4.05,0.5,240.15
4.05,0.5,240.1
4.05,0.5,240.05
3.95,0.5,240.02
3.95,0.5,239.97
3.95,0.5,239.92
3.95,0.5,239.87
3.95,0.5,239.69
3.95,0.5,239.14
3.95,0.5,238.09
3.95,0.5,236.54
3.95,0.5,234.49
3.95,0.5,231.94
3.95,0.5,228.89
3.95,0.5,225.34
4.05,0.5,240
4.05,0.5,239.95
4.05,0.5,239.9
4.05,0.5,239.85
4.05,0.5,239.68
4.05,0.5,239.13
4.05,0.5,238.08
4.05,0.5,236.53
4.05,0.5,234.48
4.05,0.5,231.93
4.05,0.5,228.88
4.05,0.5,225.33
4.15,0.5,241.78
4.15,0.5,241.73
4.15,0.5,241.68
4.15,0.5,241.63
4.15,0.5,241.58
4.15,0.5,241.53
4.15,0.5,241.48
4.15,0.5,241.43
4.15,0.5,241.38
4.15,0.5,241.33
4.15,0.5,241.28
4.15,0.5,241.23
4.15,0.5,241.18
4.15,0.5,241.13
4.15,0.5,241.08
4.15,0.5,241.03
4.15,0.5,240.98
4.15,0.5,240.93
4.15,0.5,240.88
4.15,0.5,240.83
4.15,0.5,240.78
4.15,0.5,240.73
4.15,0.5,240.68
4.15,0.5,240.63
4.15,0.5,240.58
4.15,0.5,240.53
4.15,0.5,240.48
4.15,0.5,240.43
4.15,0.5,240.38
4.15,0.5,240.33
4.15,0.5,240.28
4.15,0.5,240.23
4.15,0.5,240.18
4.15,0.5,240.13
4.15,0.5,240.08
4.15,0.5,240.03
4.25,0.5,241.77
4.25,0.5,241.72
4.25,0.5,241.67
4.25,0.5,241.62
4.25,0.5,241.57
4.25,0.5,241.52
4.25,0.5,241.47
4.25,0.5,241.42
4.25,0.5,241.37
4.25,0.5,241.32
4.25,0.5,241.27
4.25,0.5,241.22
4.25,0.5,241.17
4.25,0.5,241.12
4.25,0.5,241.07
4.25,0.5,241.02
4.25,0.5,240.97
4.25,0.5,240.92
4.25,0.5,240.87
4.25,0.5,240.82
4.25,0.5,240.77
4.25,0.5,240.72
4.25,0.5,240.67
4.25,0.5,240.62
4.25,0.5,240.57
4.25,0.5,240.52
4.25,0.5,240.47
4.25,0.5,240.42
4.25,0.5,240.37
4.25,0.5,240.32
4.25,0.5,240.27
4.25,0.5,240.22
4.25,0.5,240.17
4.25,0.5,240.12
4.25,0.5,240.07
4.25,0.5,240.02
4.15,0.5,239.98
4.15,0.5,239.93
4.15,0.5,239.88
4.15,0.5,239.83
4.15,0.5,239.66
4.15,0.5,239.11
4.15,0.5,238.06
4.15,0.5,236.51
4.15,0.5,234.46
4.15,0.5,231.91
4.15,0.5,228.86
4.15,0.5,225.31
4.25,0.5,239.97
4.25,0.5,239.92
4.25,0.5,239.87
4.25,0.5,239.82
4.25,0.5,239.64
4.25,0.5,239.09
4.25,0.5,238.04
4.25,0.5,236.49
4.25,0.5,234.44
4.25,0.5,231.89
4.25,0.5,228.84
4.25,0.5,225.29
4.35,0.5,241.75
4.35,0.5,241.7
4.35,0.5,241.65
4.35,0.5,241.6
4.35,0.5,241.55
4.35,0.5,241.5
4.35,0.5,241.45
4.35,0.5,241.4
4.35,0.5,241.35
4.35,0.5,241.3
4.35,0.5,241.25
4.35,0.5,241.2
4.35,0.5,241.15
4.35,0.5,241.1
4.35,0.5,241.05
4.35,0.5,241
4.35,0.5,240.95
4.35,0.5,240.9
4.35,0.5,240.85
4.35,0.5,240.8
4.35,0.5,240.75
4.35,0.5,240.7
4.35,0.5,240.65
4.35,0.5,240.6
4.35,0.5,240.55
4.35,0.5,240.5
4.35,0.5,240.45
4.35,0.5,240.4
4.35,0.5,240.35
4.35,0.5,240.3
4.35,0.5,240.25
4.35,0.5,240.2
4.35,0.5,240.15
4.35,0.5,240.1
4.35,0.5,240.05
4.35,0.5,240
4.45,0.5,241.74
4.45,0.5,241.69
4.45,0.5,241.64
4.45,0.5,241.59
4.45,0.5,241.54
4.45,0.5,241.49
4.45,0.5,241.44
4.45,0.5,241.39
4.45,0.5,241.34
4.45,0.5,241.29
4.45,0.5,241.24
4.45,0.5,241.19
4.45,0.5,241.14
4.45,0.5,241.09
4.45,0.5,241.04
4.45,0.5,240.99
4.45,0.5,240.94
4.45,0.5,240.89
4.45,0.5,240.84
4.45,0.5,240.79
4.45,0.5,240.74
4.45,0.5,240.69
4.45,0.5,240.64
4.45,0.5,240.59
4.45,0.5,240.54
4.45,0.5,240.49
4.45,0.5,240.44
4.45,0.5,240.39
4.45,0.5,240.34
4.45,0.5,240.29
4.45,0.5,240.24
4.45,0.5,240.19
4.45,0.5,240.14
4.45,0.5,240.09
4.45,0.5,240.04
4.45,0.5,239.99
4.35,0.5,239.95
4.35,0.5,239.9
4.35,0.5,239.85
4.35,0.5,239.8
4.35,0.5,239.63
4.35,0.5,239.08
4.35,0.5,238.03
4.35,0.5,236.48
4.35,0.5,234.43
4.35,0.5,231.88
4.35,0.5,228.83
4.35,0.5,225.28
4.45,0.5,239.94
4.45,0.5,239.89
4.45,0.5,239.84
4.45,0.5,239.79
4.45,0.5,239.61
4.45,0.5,239.06
4.45,0.5,238.01
4.45,0.5,236.46
4.45,0.5,234.41
4.45,0.5,231.86
4.45,0.5,228.81
4.45,0.5,225.26
4.55,0.5,241.72
4.55,0.5,241.67
4.55,0.5,241.62
4.55,0.5,241.57
4.55,0.5,241.52
4.55,0.5,241.47
4.55,0.5,241.42
4.55,0.5,241.37
4.55,0.5,241.32
4.55,0.5,241.27
4.55,0.5,241.22
4.55,0.5,241.17
4.55,0.5,241.12
4.55,0.5,241.07
4.55,0.5,241.02
4.55,0.5,240.97
4.55,0.5,240.92
4.55,0.5,240.87
4.55,0.5,240.82
4.55,0.5,240.77
4.55,0.5,240.72
4.55,0.5,240.67
4.55,0.5,240.62
4.55,0.5,240.57
4.55,0.5,240.52
4.55,0.5,240.47
4.55,0.5,240.42
4.55,0.5,240.37
4.55,0.5,240.32
4.55,0.5,240.27
4.55,0.5,240.22
4.55,0.5,240.17
4.55,0.5,240.12
4.55,0.5,240.07
4.55,0.5,240.02
4.55,0.5,239.97
4.65,0.5,241.71
4.65,0.5,241.66
4.65,0.5,241.61
4.65,0.5,241.56
4.65,0.5,241.51
4.65,0.5,241.46
4.65,0.5,241.41
4.65,0.5,241.36
4.65,0.5,241.31
4.65,0.5,241.26
4.65,0.5,241.21
4.65,0.5,241.16
4.65,0.5,241.11
4.65,0.5,241.06
4.65,0.5,241.01
4.65,0.5,240.96
4.65,0.5,240.91
4.65,0.5,240.86
4.65,0.5,240.81
4.65,0.5,240.76
4.65,0.5,240.71
4.65,0.5,240.66
4.65,0.5,240.61
4.65,0.5,240.56
4.65,0.5,240.51
4.65,0.5,240.46
4.65,0.5,240.41
4.65,0.5,240.36
4.65,0.5,240.31
4.65,0.5,240.26
4.65,0.5,240.21
4.65,0.5,240.16
4.65,0.5,240.11
4.65,0.5,240.06
4.65,0.5,240.01
4.65,0.5,239.96
4.55,0.5,239.92
4.55,0.5,239.87
4.55,0.5,239.82
4.55,0.5,239.77
4.55,0.5,239.6
4.55,0.5,239.05
4.55,0.5,238
4.55,0.5,236.45
4.55,0.5,234.4
4.55,0.5,231.85
4.55,0.5,228.8
4.55,0.5,225.25
4.65,0.5,239.91
4.65,0.5,239.86
4.65,0.5,239.81
4.65,0.5,239.76
4.65,0.5,239.58
4.65,0.5,239.03
4.65,0.5,237.98
4.65,0.5,236.43
4.65,0.5,234.38
4.65,0.5,231.83
4.65,0.5,228.78
4.65,0.5,225.23
4.75,0.5,241.69
4.75,0.5,241.64
4.75,0.5,241.59
4.75,0.5,241.54
4.75,0.5,241.49
4.75,0.5,241.44
4.75,0.5,241.39
4.75,0.5,241.34
4.75,0.5,241.29
4.75,0.5,241.24
4.75,0.5,241.19
4.75,0.5,241.14
4.75,0.5,241.09
4.75,0.5,241.04
4.75,0.5,240.99
4.75,0.5,240.94
4.75,0.5,240.89
4.75,0.5,240.84
4.75,0.5,240.79
4.75,0.5,240.74
4.75,0.5,240.69
4.75,0.5,240.64
4.75,0.5,240.59
4.75,0.5,240.54
4.75,0.5,240.49
4.75,0.5,240.44
4.75,0.5,240.39
4.75,0.5,240.34
4.75,0.5,240.29
4.75,0.5,240.24
4.75,0.5,240.19
4.75,0.5,240.14
4.75,0.5,240.09
4.75,0.5,240.04
4.75,0.5,239.99
4.75,0.5,239.94
4.75,0.5,239.89
4.75,0.5,239.84
4.75,0.5,239.79
4.75,0.5,239.74
4.75,0.5,239.56
4.75,0.5,239.01
4.75,0.5,237.96
4.75,0.5,236.41
4.75,0.5,234.36
4.75,0.5,231.81
4.75,0.5,228.76
4.75,0.5,225.21
4.85,0.5,241.66
4.85,0.5,241.61
4.85,0.5,241.56
4.85,0.5,241.51
4.85,0.5,241.46
4.85,0.5,241.41
4.85,0.5,241.36
4.85,0.5,241.31
4.85,0.5,241.26
4.85,0.5,241.21
4.85,0.5,241.16
4.85,0.5,241.11
4.85,0.5,241.06
4.85,0.5,241.01
4.85,0.5,240.96
4.85,0.5,240.91
4.85,0.5,240.86
4.85,0.5,240.81
4.85,0.5,240.76
4.85,0.5,240.71
4.85,0.5,240.66
4.85,0.5,240.61
4.85,0.5,240.56
4.85,0.5,240.51
