"Points:0","Points:1","Points:2"
1.75,0.5,247.49222
1.75,0.5,247.44221
1.75,0.5,247.39221
1.75,0.5,247.34221
1.75,0.5,247.29222
1.75,0.5,247.24222
1.75,0.5,247.19221
1.75,0.5,247.14221
1.75,0.5,247.09221
1.75,0.5,247.04222
1.75,0.5,246.99222
1.75,0.5,246.94221
0.25,0.5,246.90335
0.25,0.5,246.85335
0.25,0.5,246.80334
0.25,0.5,246.75334
0.25,0.5,246.57834
0.25,0.5,246.02835
0.25,0.5,244.97835
0.25,0.5,243.42834
0.25,0.5,241.37834
0.25,0.5,238.82834
0.25,0.5,235.77835
0.25,0.5,232.22835
0.75,0.5,246.89963
0.75,0.5,246.84964
0.75,0.5,246.79964
0.75,0.5,246.74963
0.75,0.5,246.57463
0.75,0.5,246.02463
0.75,0.5,244.97464
0.75,0.5,243.42464
0.75,0.5,241.37463
0.75,0.5,238.82463
0.75,0.5,235.77463
0.75,0.5,232.22464
1.25,0.5,246.89592
1.25,0.5,246.84592
1.25,0.5,246.79593
1.25,0.5,246.74593
1.25,0.5,246.57092
1.25,0.5,246.02092
1.25,0.5,244.97092
1.25,0.5,243.42093
1.25,0.5,241.37093
1.25,0.5,238.82092
1.25,0.5,235.77092
1.25,0.5,232.22092
1.75,0.5,246.89221
1.75,0.5,246.84221
1.75,0.5,246.79222
1.75,0.5,246.74222
1.75,0.5,246.56721
1.75,0.5,246.01721
1.75,0.5,244.96721
1.75,0.5,243.41722
1.75,0.5,241.36722
1.75,0.5,238.81721
1.75,0.5,235.76721
1.75,0.5,232.21721
2.25,0.5,248.68851
2.25,0.5,248.6385
2.25,0.5,248.5885
2.25,0.5,248.5385
2.25,0.5,248.48851
2.25,0.5,248.43851
2.25,0.5,248.3885
2.25,0.5,248.3385
2.25,0.5,248.2885
2.25,0.5,248.23851
2.25,0.5,248.18851
2.25,0.5,248.1385
2.25,0.5,248.0885
2.25,0.5,248.0385
2.25,0.5,247.98851
2.25,0.5,247.93851
2.25,0.5,247.8885
2.25,0.5,247.8385
2.25,0.5,247.7885
2.25,0.5,247.73851
2.25,0.5,247.68851
2.25,0.5,247.6385
2.25,0.5,247.5885
2.25,0.5,247.5385
2.25,0.5,247.48851
2.25,0.5,247.43851
2.25,0.5,247.3885
2.25,0.5,247.3385
2.25,0.5,247.2885
2.25,0.5,247.23851
2.25,0.5,247.18851
2.25,0.5,247.1385
2.25,0.5,247.0885
2.25,0.5,247.0385
2.25,0.5,246.98851
2.25,0.5,246.93851
2.75,0.5,248.6848
2.75,0.5,248.6348
2.75,0.5,248.58479
2.75,0.5,248.53479
2.75,0.5,248.48479
2.75,0.5,248.4348
2.75,0.5,248.3848
2.75,0.5,248.33479
2.75,0.5,248.28479
2.75,0.5,248.23479
2.75,0.5,248.1848
2.75,0.5,248.1348
2.75,0.5,248.08479
2.75,0.5,248.03479
2.75,0.5,247.98479
2.75,0.5,247.9348
2.75,0.5,247.8848
2.75,0.5,247.83479
2.75,0.5,247.78479
2.75,0.5,247.73479
2.75,0.5,247.6848
2.75,0.5,247.6348
2.75,0.5,247.58479
2.75,0.5,247.53479
2.75,0.5,247.48479
2.75,0.5,247.4348
2.75,0.5,247.3848
2.75,0.5,247.33479
2.75,0.5,247.28479
2.75,0.5,247.23479
2.75,0.5,247.1848
2.75,0.5,247.1348
2.75,0.5,247.08479
2.75,0.5,247.03479
2.75,0.5,246.98479
2.75,0.5,246.9348
3.25,0.5,248.68108
3.25,0.5,248.63108
3.25,0.5,248.58109
3.25,0.5,248.53108
3.25,0.5,248.48108
3.25,0.5,248.43108
3.25,0.5,248.38108
3.25,0.5,248.33109
3.25,0.5,248.28108
3.25,0.5,248.23108
3.25,0.5,248.18108
3.25,0.5,248.13108
3.25,0.5,248.08109
3.25,0.5,248.03108
3.25,0.5,247.98108
3.25,0.5,247.93108
3.25,0.5,247.88108
3.25,0.5,247.83109
3.25,0.5,247.78108
3.25,0.5,247.73108
3.25,0.5,247.68108
3.25,0.5,247.63108
3.25,0.5,247.58109
3.25,0.5,247.53108
3.25,0.5,247.48108
3.25,0.5,247.43108
3.25,0.5,247.38108
3.25,0.5,247.33109
3.25,0.5,247.28108
3.25,0.5,247.23108
3.25,0.5,247.18108
3.25,0.5,247.13108
3.25,0.5,247.08109
3.25,0.5,247.03108
3.25,0.5,246.98108
3.25,0.5,246.93108
3.75,0.5,248.67705
3.75,0.5,248.62705
3.75,0.5,248.57706
3.75,0.5,248.52705
3.75,0.5,248.47705
3.75,0.5,248.42705
3.75,0.5,248.37705
3.75,0.5,248.32706
3.75,0.5,248.27705
3.75,0.5,248.22705
3.75,0.5,248.17705
3.75,0.5,248.12705
3.75,0.5,248.07706
3.75,0.5,248.02705
3.75,0.5,247.97705
3.75,0.5,247.92705
3.75,0.5,247.87705
3.75,0.5,247.82706
3.75,0.5,247.77705
3.75,0.5,247.72705
3.75,0.5,247.67705
3.75,0.5,247.62705
3.75,0.5,247.57706
3.75,0.5,247.52705
3.75,0.5,247.47705
3.75,0.5,247.42705
3.75,0.5,247.37705
3.75,0.5,247.32706
3.75,0.5,247.27705
3.75,0.5,247.22705
3.75,0.5,247.17705
3.75,0.5,247.12705
3.75,0.5,247.07706
3.75,0.5,247.02705
3.75,0.5,246.97705
3.75,0.5,246.92705
2.25,0.5,246.8885
2.25,0.5,246.8385
2.25,0.5,246.7885
2.25,0.5,246.73851
2.25,0.5,246.56351
2.25,0.5,246.0135
2.25,0.5,244.9635
2.25,0.5,243.4135
2.25,0.5,241.36351
2.25,0.5,238.81351
2.25,0.5,235.7635
2.25,0.5,232.2135
2.75,0.5,246.8848
2.75,0.5,246.83479
2.75,0.5,246.78479
2.75,0.5,246.73479
2.75,0.5,246.5598
2.75,0.5,246.0098
2.75,0.5,244.95979
2.75,0.5,243.40979
2.75,0.5,241.35979
2.75,0.5,238.8098
2.75,0.5,235.7598
2.75,0.5,232.20979
3.25,0.5,246.88108
3.25,0.5,246.83109
3.25,0.5,246.78108
3.25,0.5,246.73108
3.25,0.5,246.55608
3.25,0.5,246.00608
3.25,0.5,244.95609
3.25,0.5,243.40608
3.25,0.5,241.35608
3.25,0.5,238.80608
3.25,0.5,235.75608
3.25,0.5,232.20609
3.75,0.5,246.87705
3.75,0.5,246.82706
3.75,0.5,246.77705
3.75,0.5,246.72705
3.75,0.5,246.55205
3.75,0.5,246.00205
3.75,0.5,244.95206
3.75,0.5,243.40205
3.75,0.5,241.35205
3.75,0.5,238.80205
3.75,0.5,235.75205
3.75,0.5,232.20206
4.25,0.5,248.67128
4.25,0.5,248.62128
4.25,0.5,248.57129
4.25,0.5,248.52129
4.25,0.5,248.47128
4.25,0.5,248.42128
4.25,0.5,248.37128
4.25,0.5,248.32129
4.25,0.5,248.27129
4.25,0.5,248.22128
4.25,0.5,248.17128
4.25,0.5,248.12128
4.25,0.5,248.07129
4.25,0.5,248.02129
4.25,0.5,247.97128
4.25,0.5,247.92128
4.25,0.5,247.87128
4.25,0.5,247.82129
4.25,0.5,247.77129
4.25,0.5,247.72128
4.25,0.5,247.67128
4.25,0.5,247.62128
4.25,0.5,247.57129
4.25,0.5,247.52129
4.25,0.5,247.47128
4.25,0.5,247.42128
4.25,0.5,247.37128
4.25,0.5,247.32129
4.25,0.5,247.27129
4.25,0.5,247.22128
4.25,0.5,247.17128
4.25,0.5,247.12128
4.25,0.5,247.07129
4.25,0.5,247.02129
4.25,0.5,246.97128
4.25,0.5,246.92128
4.75,0.5,248.66409
4.75,0.5,248.61409
4.75,0.5,248.56409
4.75,0.5,248.5141
4.75,0.5,248.4641
4.75,0.5,248.41409
4.75,0.5,248.36409
4.75,0.5,248.31409
4.75,0.5,248.2641
4.75,0.5,248.2141
4.75,0.5,248.16409
4.75,0.5,248.11409
4.75,0.5,248.06409
4.75,0.5,248.0141
4.75,0.5,247.9641
4.75,0.5,247.91409
4.75,0.5,247.86409
4.75,0.5,247.81409
4.75,0.5,247.7641
4.75,0.5,247.7141
4.75,0.5,247.66409
4.75,0.5,247.61409
4.75,0.5,247.56409
4.75,0.5,247.5141
4.75,0.5,247.4641
4.75,0.5,247.41409
4.75,0.5,247.36409
4.75,0.5,247.31409
4.75,0.5,247.2641
4.75,0.5,247.2141
4.75,0.5,247.16409
4.75,0.5,247.11409
4.75,0.5,247.06409
4.75,0.5,247.0141
4.75,0.5,246.9641
4.75,0.5,246.91409
5.25,0.5,248.65691
5.25,0.5,248.6069
5.25,0.5,248.5569
5.25,0.5,248.5069
5.25,0.5,248.45691
5.25,0.5,248.40691
5.25,0.5,248.3569
5.25,0.5,248.3069
5.25,0.5,248.2569
5.25,0.5,248.20691
5.25,0.5,248.15691
5.25,0.5,248.1069
5.25,0.5,248.0569
5.25,0.5,248.0069
5.25,0.5,247.95691
5.25,0.5,247.90691
5.25,0.5,247.8569
5.25,0.5,247.8069
5.25,0.5,247.7569
5.25,0.5,247.70691
5.25,0.5,247.65691
5.25,0.5,247.6069
5.25,0.5,247.5569
5.25,0.5,247.5069
5.25,0.5,247.45691
5.25,0.5,247.40691
5.25,0.5,247.3569
5.25,0.5,247.3069
5.25,0.5,247.2569
5.25,0.5,247.20691
5.25,0.5,247.15691
5.25,0.5,247.1069
5.25,0.5,247.0569
5.25,0.5,247.0069
5.25,0.5,246.95691
5.25,0.5,246.90691
5.75,0.5,248.64971
5.75,0.5,248.59971
5.75,0.5,248.54971
5.75,0.5,248.49971
5.75,0.5,248.44971
5.75,0.5,248.39971
5.75,0.5,248.34971
5.75,0.5,248.29971
5.75,0.5,248.24971
5.75,0.5,248.19971
5.75,0.5,248.14971
5.75,0.5,248.09971
5.75,0.5,248.04971
5.75,0.5,247.99971
5.75,0.5,247.94971
5.75,0.5,247.89971
5.75,0.5,247.84971
5.75,0.5,247.79971
5.75,0.5,247.74971
5.75,0.5,247.69971
5.75,0.5,247.64971
5.75,0.5,247.59971
5.75,0.5,247.54971
5.75,0.5,247.49971
5.75,0.5,247.44971
5.75,0.5,247.39971
5.75,0.5,247.34971
5.75,0.5,247.29971
5.75,0.5,247.24971
5.75,0.5,247.19971
5.75,0.5,247.14971
5.75,0.5,247.09971
5.75,0.5,247.04971
5.75,0.5,246.99971
5.75,0.5,246.94971
5.75,0.5,246.89971
4.25,0.5,246.87128
4.25,0.5,246.82129
4.25,0.5,246.77129
4.25,0.5,246.72128
4.25,0.5,246.54628
4.25,0.5,245.99628
4.25,0.5,244.94629
4.25,0.5,243.39629
4.25,0.5,241.34628
4.25,0.5,238.79628
4.25,0.5,235.74628
4.25,0.5,232.19629
4.75,0.5,246.86409
4.75,0.5,246.81409
4.75,0.5,246.7641
4.75,0.5,246.7141
4.75,0.5,246.53909
4.75,0.5,245.98909
4.75,0.5,244.93909
4.75,0.5,243.3891
4.75,0.5,241.3391
4.75,0.5,238.78909
4.75,0.5,235.73909
4.75,0.5,232.18909
5.25,0.5,246.8569
5.25,0.5,246.8069
5.25,0.5,246.7569
5.25,0.5,246.70691
5.25,0.5,246.53191
5.25,0.5,245.9819
5.25,0.5,244.9319
5.25,0.5,243.3819
5.25,0.5,241.33191
5.25,0.5,238.78191
5.25,0.5,235.7319
5.25,0.5,232.1819
5.75,0.5,246.84971
5.75,0.5,246.79971
5.75,0.5,246.74971
5.75,0.5,246.69971
5.75,0.5,246.52471
5.75,0.5,245.97471
5.75,0.5,244.92471
5.75,0.5,243.37471
5.75,0.5,241.32471
5.75,0.5,238.77471
5.75,0.5,235.72471
5.75,0.5,232.17471
6.25,0.5,248.64252
6.25,0.5,248.59252
6.25,0.5,248.54252
6.25,0.5,248.49252
6.25,0.5,248.44252
6.25,0.5,248.39252
6.25,0.5,248.34252
6.25,0.5,248.29252
6.25,0.5,248.24252
6.25,0.5,248.19252
6.25,0.5,248.14252
6.25,0.5,248.09252
6.25,0.5,248.04252
6.25,0.5,247.99252
6.25,0.5,247.94252
6.25,0.5,247.89252
6.25,0.5,247.84252
6.25,0.5,247.79252
6.25,0.5,247.74252
6.25,0.5,247.69252
6.25,0.5,247.64252
6.25,0.5,247.59252
6.25,0.5,247.54252
6.25,0.5,247.49252
6.25,0.5,247.44252
6.25,0.5,247.39252
6.25,0.5,247.34252
6.25,0.5,247.29252
6.25,0.5,247.24252
6.25,0.5,247.19252
6.25,0.5,247.14252
6.25,0.5,247.09252
6.25,0.5,247.04252
6.25,0.5,246.99252
6.25,0.5,246.94252
6.25,0.5,246.89252
6.75,0.5,248.63533
6.75,0.5,248.58533
6.75,0.5,248.53533
6.75,0.5,248.48533
6.75,0.5,248.43533
6.75,0.5,248.38533
6.75,0.5,248.33533
6.75,0.5,248.28533
6.75,0.5,248.23533
6.75,0.5,248.18533
6.75,0.5,248.13533
6.75,0.5,248.08533
6.75,0.5,248.03533
6.75,0.5,247.98533
6.75,0.5,247.93533
6.75,0.5,247.88533
6.75,0.5,247.83533
6.75,0.5,247.78533
6.75,0.5,247.73533
6.75,0.5,247.68533
6.75,0.5,247.63533
6.75,0.5,247.58533
6.75,0.5,247.53533
6.75,0.5,247.48533
6.75,0.5,247.43533
6.75,0.5,247.38533
6.75,0.5,247.33533
6.75,0.5,247.28533
6.75,0.5,247.23533
6.75,0.5,247.18533
6.75,0.5,247.13533
6.75,0.5,247.08533
6.75,0.5,247.03533
6.75,0.5,246.98533
6.75,0.5,246.93533
6.75,0.5,246.88533
7.25,0.5,248.62814
7.25,0.5,248.57814
7.25,0.5,248.52814
7.25,0.5,248.47814
7.25,0.5,248.42814
7.25,0.5,248.37814
7.25,0.5,248.32814
7.25,0.5,248.27814
7.25,0.5,248.22814
7.25,0.5,248.17814
7.25,0.5,248.12814
7.25,0.5,248.07814
7.25,0.5,248.02814
7.25,0.5,247.97814
7.25,0.5,247.92814
7.25,0.5,247.87814
7.25,0.5,247.82814
7.25,0.5,247.77814
7.25,0.5,247.72814
7.25,0.5,247.67814
7.25,0.5,247.62814
7.25,0.5,247.57814
7.25,0.5,247.52814
7.25,0.5,247.47814
7.25,0.5,247.42814
7.25,0.5,247.37814
7.25,0.5,247.32814
7.25,0.5,247.27814
7.25,0.5,247.22814
7.25,0.5,247.17814
7.25,0.5,247.12814
7.25,0.5,247.07814
7.25,0.5,247.02814
7.25,0.5,246.97814
7.25,0.5,246.92814
7.25,0.5,246.87814
7.75,0.5,248.62022
7.75,0.5,248.57022
7.75,0.5,248.52022
7.75,0.5,248.47022
7.75,0.5,248.42022
7.75,0.5,248.37022
7.75,0.5,248.32022
7.75,0.5,248.27022
7.75,0.5,248.22022
7.75,0.5,248.17022
7.75,0.5,248.12022
7.75,0.5,248.07022
7.75,0.5,248.02022
7.75,0.5,247.97022
7.75,0.5,247.92022
7.75,0.5,247.87022
7.75,0.5,247.82022
7.75,0.5,247.77022
7.75,0.5,247.72022
7.75,0.5,247.67022
7.75,0.5,247.62022
7.75,0.5,247.57022
7.75,0.5,247.52022
7.75,0.5,247.47022
7.75,0.5,247.42022
7.75,0.5,247.37022
7.75,0.5,247.32022
7.75,0.5,247.27022
7.75,0.5,247.22022
7.75,0.5,247.17022
7.75,0.5,247.12022
7.75,0.5,247.07022
7.75,0.5,247.02022
7.75,0.5,246.97022
7.75,0.5,246.92022
7.75,0.5,246.87022
8.25,0.5,248.61033
8.25,0.5,248.56033
8.25,0.5,248.51033
8.25,0.5,248.46033
8.25,0.5,248.41033
8.25,0.5,248.36033
8.25,0.5,248.31033
8.25,0.5,248.26033
8.25,0.5,248.21033
8.25,0.5,248.16033
8.25,0.5,248.11033
8.25,0.5,248.06033
8.25,0.5,248.01033
8.25,0.5,247.96033
8.25,0.5,247.91033
8.25,0.5,247.86033
8.25,0.5,247.81033
8.25,0.5,247.76033
8.25,0.5,247.71033
8.25,0.5,247.66033
8.25,0.5,247.61033
8.25,0.5,247.56033
8.25,0.5,247.51033
8.25,0.5,247.46033
8.25,0.5,247.41033
8.25,0.5,247.36033
8.25,0.5,247.31033
8.25,0.5,247.26033
8.25,0.5,247.21033
8.25,0.5,247.16033
8.25,0.5,247.11033
8.25,0.5,247.06033
8.25,0.5,247.01033
8.25,0.5,246.96033
8.25,0.5,246.91033
8.25,0.5,246.86033
6.25,0.5,246.84252
6.25,0.5,246.79252
6.25,0.5,246.74252
6.25,0.5,246.69252
6.25,0.5,246.51752
6.25,0.5,245.96752
6.25,0.5,244.91752
6.25,0.5,243.36752
6.25,0.5,241.31752
6.25,0.5,238.76752
6.25,0.5,235.71752
6.25,0.5,232.16752
6.75,0.5,246.83533
6.75,0.5,246.78533
6.75,0.5,246.73533
6.75,0.5,246.68533
6.75,0.5,246.51033
6.75,0.5,245.96033
6.75,0.5,244.91033
6.75,0.5,243.36033
6.75,0.5,241.31033
6.75,0.5,238.76033
6.75,0.5,235.71033
6.75,0.5,232.16033
7.25,0.5,246.82814
7.25,0.5,246.77814
7.25,0.5,246.72814
7.25,0.5,246.67814
7.25,0.5,246.50314
7.25,0.5,245.95314
7.25,0.5,244.90314
7.25,0.5,243.35314
7.25,0.5,241.30314
7.25,0.5,238.75314
7.25,0.5,235.70314
7.25,0.5,232.15314
7.75,0.5,246.82022
7.75,0.5,246.77022
7.75,0.5,246.72022
7.75,0.5,246.67022
7.75,0.5,246.49522
7.75,0.5,245.94522
7.75,0.5,244.89522
7.75,0.5,243.34522
7.75,0.5,241.29522
7.75,0.5,238.74522
7.75,0.5,235.69522
7.75,0.5,232.14522
8.25,0.5,246.81033
8.25,0.5,246.76033
8.25,0.5,246.71033
8.25,0.5,246.66033
8.25,0.5,246.48533
8.25,0.5,245.93533
8.25,0.5,244.88533
8.25,0.5,243.33533
8.25,0.5,241.28533
8.25,0.5,238.73533
8.25,0.5,235.68533
8.25,0.5,232.13533
8.75,0.5,248.59919
8.75,0.5,248.54919
8.75,0.5,248.49918
8.75,0.5,248.44918
8.75,0.5,248.39919
8.75,0.5,248.34919
8.75,0.5,248.29919
8.75,0.5,248.24918
8.75,0.5,248.19918
8.75,0.5,248.14919
8.75,0.5,248.09919
8.75,0.5,248.04919
8.75,0.5,247.99918
8.75,0.5,247.94918
8.75,0.5,247.89919
8.75,0.5,247.84919
8.75,0.5,247.79919
8.75,0.5,247.74918
8.75,0.5,247.69918
8.75,0.5,247.64919
8.75,0.5,247.59919
8.75,0.5,247.54919
8.75,0.5,247.49918
8.75,0.5,247.44918
8.75,0.5,247.39919
8.75,0.5,247.34919
8.75,0.5,247.29919
8.75,0.5,247.24918
8.75,0.5,247.19918
8.75,0.5,247.14919
8.75,0.5,247.09919
8.75,0.5,247.04919
8.75,0.5,246.99918
8.75,0.5,246.94918
8.75,0.5,246.89919
8.75,0.5,246.84919
9.25,0.5,248.58804
9.25,0.5,248.53804
9.25,0.5,248.48804
9.25,0.5,248.43804
9.25,0.5,248.38804
9.25,0.5,248.33804
9.25,0.5,248.28804
9.25,0.5,248.23804
9.25,0.5,248.18804
9.25,0.5,248.13804
9.25,0.5,248.08804
9.25,0.5,248.03804
9.25,0.5,247.98804
9.25,0.5,247.93804
9.25,0.5,247.88804
9.25,0.5,247.83804
9.25,0.5,247.78804
9.25,0.5,247.73804
9.25,0.5,247.68804
9.25,0.5,247.63804
9.25,0.5,247.58804
9.25,0.5,247.53804
9.25,0.5,247.48804
9.25,0.5,247.43804
9.25,0.5,247.38804
9.25,0.5,247.33804
9.25,0.5,247.28804
9.25,0.5,247.23804
9.25,0.5,247.18804
9.25,0.5,247.13804
9.25,0.5,247.08804
9.25,0.5,247.03804
9.25,0.5,246.98804
9.25,0.5,246.93804
9.25,0.5,246.88804
9.25,0.5,246.83804
9.75,0.5,248.5769
9.75,0.5,248.5269
9.75,0.5,248.4769
9.75,0.5,248.4269
9.75,0.5,248.3769
9.75,0.5,248.3269
9.75,0.5,248.2769
9.75,0.5,248.2269
9.75,0.5,248.1769
9.75,0.5,248.1269
9.75,0.5,248.0769
9.75,0.5,248.0269
9.75,0.5,247.9769
9.75,0.5,247.9269
9.75,0.5,247.8769
9.75,0.5,247.8269
9.75,0.5,247.7769
9.75,0.5,247.7269
9.75,0.5,247.6769
9.75,0.5,247.6269
9.75,0.5,247.5769
9.75,0.5,247.5269
9.75,0.5,247.4769
9.75,0.5,247.4269
9.75,0.5,247.3769
9.75,0.5,247.3269
9.75,0.5,247.2769
9.75,0.5,247.2269
9.75,0.5,247.1769
9.75,0.5,247.1269
9.75,0.5,247.0769
9.75,0.5,247.0269
9.75,0.5,246.9769
9.75,0.5,246.9269
9.75,0.5,246.8769
9.75,0.5,246.8269
10.25,0.5,248.56576
10.25,0.5,248.51575
10.25,0.5,248.46575
10.25,0.5,248.41575
10.25,0.5,248.36576
10.25,0.5,248.31576
10.25,0.5,248.26575
10.25,0.5,248.21575
10.25,0.5,248.16575
10.25,0.5,248.11576
10.25,0.5,248.06576
10.25,0.5,248.01575
10.25,0.5,247.96575
10.25,0.5,247.91575
10.25,0.5,247.86576
10.25,0.5,247.81576
10.25,0.5,247.76575
10.25,0.5,247.71575
10.25,0.5,247.66575
10.25,0.5,247.61576
10.25,0.5,247.56576
10.25,0.5,247.51575
10.25,0.5,247.46575
10.25,0.5,247.41575
10.25,0.5,247.36576
10.25,0.5,247.31576
10.25,0.5,247.26575
10.25,0.5,247.21575
10.25,0.5,247.16575
10.25,0.5,247.11576
10.25,0.5,247.06576
10.25,0.5,247.01575
10.25,0.5,246.96575
10.25,0.5,246.91575
10.25,0.5,246.86576
10.25,0.5,246.81576
8.75,0.5,246.79919
8.75,0.5,246.74918
8.75,0.5,246.69918
8.75,0.5,246.64919
8.75,0.5,246.47419
8.75,0.5,245.92419
8.75,0.5,244.87418
8.75,0.5,243.32418
8.75,0.5,241.27419
8.75,0.5,238.72419
8.75,0.5,235.67419
8.75,0.5,232.12418
9.25,0.5,246.78804
9.25,0.5,246.73804
9.25,0.5,246.68804
9.25,0.5,246.63804
9.25,0.5,246.46304
9.25,0.5,245.91304
9.25,0.5,244.86304
9.25,0.5,243.31304
9.25,0.5,241.26304
9.25,0.5,238.71304
9.25,0.5,235.66304
9.25,0.5,232.11304
9.75,0.5,246.7769
9.75,0.5,246.7269
9.75,0.5,246.6769
9.75,0.5,246.6269
9.75,0.5,246.4519
9.75,0.5,245.9019
9.75,0.5,244.8519
9.75,0.5,243.3019
9.75,0.5,241.2519
9.75,0.5,238.7019
9.75,0.5,235.6519
9.75,0.5,232.1019
10.25,0.5,246.76575
10.25,0.5,246.71575
10.25,0.5,246.66575
10.25,0.5,246.61576
10.25,0.5,246.44076
10.25,0.5,245.89075
10.25,0.5,244.84075
10.25,0.5,243.29075
10.25,0.5,241.24076
10.25,0.5,238.69076
10.25,0.5,235.64075
10.25,0.5,232.09075
10.75,0.5,248.55461
10.75,0.5,248.50461
10.75,0.5,248.45461
10.75,0.5,248.40461
10.75,0.5,248.35461
10.75,0.5,248.30461
10.75,0.5,248.25461
10.75,0.5,248.20461
10.75,0.5,248.15461
10.75,0.5,248.10461
10.75,0.5,248.05461
10.75,0.5,248.00461
10.75,0.5,247.95461
10.75,0.5,247.90461
10.75,0.5,247.85461
10.75,0.5,247.80461
10.75,0.5,247.75461
10.75,0.5,247.70461
10.75,0.5,247.65461
10.75,0.5,247.60461
10.75,0.5,247.55461
10.75,0.5,247.50461
10.75,0.5,247.45461
10.75,0.5,247.40461
10.75,0.5,247.35461
10.75,0.5,247.30461
10.75,0.5,247.25461
10.75,0.5,247.20461
10.75,0.5,247.15461
10.75,0.5,247.10461
10.75,0.5,247.05461
10.75,0.5,247.00461
10.75,0.5,246.95461
10.75,0.5,246.90461
10.75,0.5,246.85461
10.75,0.5,246.80461
11.25,0.5,248.54346
11.25,0.5,248.49347
11.25,0.5,248.44347
11.25,0.5,248.39347
11.25,0.5,248.34347
11.25,0.5,248.29346
11.25,0.5,248.24347
11.25,0.5,248.19347
11.25,0.5,248.14347
11.25,0.5,248.09347
11.25,0.5,248.04346
11.25,0.5,247.99347
11.25,0.5,247.94347
11.25,0.5,247.89347
11.25,0.5,247.84347
11.25,0.5,247.79346
11.25,0.5,247.74347
11.25,0.5,247.69347
11.25,0.5,247.64347
11.25,0.5,247.59347
11.25,0.5,247.54346
11.25,0.5,247.49347
11.25,0.5,247.44347
11.25,0.5,247.39347
11.25,0.5,247.34347
11.25,0.5,247.29346
11.25,0.5,247.24347
11.25,0.5,247.19347
11.25,0.5,247.14347
11.25,0.5,247.09347
